"featureid"	"Adduct"	"CAS_Number"	"Charge"	"Compound_Name"	"Compound_Source"	"Data_Collector"	"ExactMass"	"FileScanUniqueID"	"INCHI"	"INCHI_AUX"	"Instrument"	"IonMode"	"Ion_Source"	"LibMZ"	"LibraryName"	"LibraryQualityString"	"Library_Class"	"MQScore"	"MZErrorPPM"	"MassDiff"	"NumberHits"	"Organism"	"PI"	"Precursor_MZ"	"Pubmed_ID"	"RT_Query"	"SharedPeaks"	"Smiles"	"SpecCharge"	"SpecMZ"	"SpectrumFile"	"SpectrumID"	"TIC_Query"	"UpdateWorkflowName"	"tags"	"internalFilename"
5438	"M+H"	"N/A"	1	"Spectral Match to Val-Phe from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf5438"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	265.155	"lib-00032.mgf"	"Bronze"	3	0.975901	33.9525	0.00900269	1	"GNPS-NIST14-MATCHES"	"Data from Chris Turck"	265.155	"N/A"	0	6	"N/A"	1	265.164	"specs_ms.mgf"	"CCMSLIB00003137123"	2041600	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1881	"M+H"	6665163	1	"Spectral Match to Ser-Leu from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf1881"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	219.134	"lib-00032.mgf"	"Bronze"	3	0.975046	0.487426	0.000106812	1	"GNPS-NIST14-MATCHES"	"Data from Chris Turck"	219.134	"N/A"	0	9	"N/A"	1	219.134	"specs_ms.mgf"	"CCMSLIB00003139078"	18642200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6418	"M+H"	5579668	1	"Spectral Match to Decaethylene glycol from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf6418"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	459.28	"lib-00032.mgf"	"Bronze"	3	0.974597	0.664466	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	459.28	"N/A"	0	6	"N/A"	1	459.28	"specs_ms.mgf"	"CCMSLIB00003135910"	13142100	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
12162	"M+H"	2315653	1	"Spectral Match to p-tert-Octylphenol nonaglycol ether from NIST14"	"Isolated"	"Data deposited by eriche"	0	"spectra/specs_ms.mgf12162"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	603.406	"lib-00032.mgf"	"Bronze"	3	0.972279	5.96791	0.00360107	1	"GNPS-NIST14-MATCHES"	"Data from Piel, Dittmann"	603.406	"N/A"	0	13	"N/A"	1	603.41	"specs_ms.mgf"	"CCMSLIB00003135994"	771600	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
10986	"[M+H]+"	"723-46-6"	1	"Massbank:EA029803 Sulfamethoxazole|4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide"	"Isolated"	"Massbank"	0	"spectra/specs_ms.mgf10986"	"1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)"	"N/A"	"LC-ESI-ITFT"	"Positive"	"ESI"	254.059	"lib-00004.mgf"	"Bronze"	3	0.970998	0.36036	9.15527E-05	1	"MASSBANK"	"Putative Massbank Match"	254.059	"N/A"	0	9	"c1(S(Nc2cc(C)on2)(=O)=O)ccc(N)cc1"	1	254.059	"specs_ms.mgf"	"CCMSLIB00000208206"	1055000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
4512	"M+H"	7512176	1	"Spectral Match to N-Acetyl-D-glucosamine from NIST14"	"Isolated"	"Data deposited by amelnik"	0	"spectra/specs_ms.mgf4512"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	222.097	"lib-00032.mgf"	"Bronze"	3	0.969444	0.893142	0.000198364	1	"GNPS-NIST14-MATCHES"	"Data from Rob Knight "	222.097	"N/A"	0	9	"N/A"	1	222.097	"specs_ms.mgf"	"CCMSLIB00003139012"	2421000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1249	"M+H"	50362	1	"Spectral Match to Cocaine from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf1249"	"N/A"	"N/A"	"QqQ"	"Positive"	"APCI"	304.154	"lib-00032.mgf"	"Bronze"	3	0.968949	0.301008	9.15527E-05	1	"GNPS-NIST14-MATCHES"	"Data from System Wide MS course "	304.154	"N/A"	0	8	"N/A"	1	304.154	"specs_ms.mgf"	"CCMSLIB00003137682"	2140400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	"Alkaloid, illicit drug||Tropane Alkaloid"	"specs_ms.mgf"
10611	"M+H"	"N/A"	1	"Spectral Match to Ile-Trp from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf10611"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	318.181	"lib-00032.mgf"	"Bronze"	3	0.966781	0.671388	0.000213623	1	"GNPS-NIST14-MATCHES"	"Data from Christopher A. Lowry"	318.181	"N/A"	0	10	"N/A"	1	318.181	"specs_ms.mgf"	"CCMSLIB00003137880"	1105000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
12767	"M+H"	58220	1	"Spectral Match to Testosterone from NIST14"	"Isolated"	"Data deposited by amelnik"	0	"spectra/specs_ms.mgf12767"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	289.216	"lib-00032.mgf"	"Bronze"	3	0.966458	1.05518	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	289.216	"N/A"	0	12	"N/A"	1	289.216	"specs_ms.mgf"	"CCMSLIB00003140228"	663400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
5648	"[M+H]+"	"22839-47-0"	1	"Massbank:EA277009 Aspartame|3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid"	"Isolated"	"Massbank"	0	"spectra/specs_ms.mgf5648"	"1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)"	"N/A"	"LC-ESI-ITFT"	"Positive"	"ESI"	295.129	"lib-00004.mgf"	"Bronze"	3	0.966055	2.3783	0.000701904	1	"MASSBANK"	"Putative Massbank Match"	295.129	"N/A"	0	14	"COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N"	1	295.128	"specs_ms.mgf"	"CCMSLIB00000210812"	15390000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
2487	"M+H"	155840	1	"Spectral Match to N-.alpha.-Acetyl-L-arginine from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf2487"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	217.13	"lib-00032.mgf"	"Bronze"	3	0.965755	2.31907	0.00050354	1	"GNPS-NIST14-MATCHES"	"Data from Kevin Bush"	217.13	"N/A"	0	10	"N/A"	1	217.13	"specs_ms.mgf"	"CCMSLIB00003134488"	2143000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
8601	"M+H"	6809707	1	"Spectral Match to Undecaethylene glycol from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf8601"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	503.305	"lib-00032.mgf"	"Bronze"	3	0.964655	1.81903	0.000915527	1	"GNPS-NIST14-MATCHES"	"Data from James McKerrow"	503.305	"N/A"	0	10	"N/A"	1	503.306	"specs_ms.mgf"	"CCMSLIB00003138750"	25540000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
11727	"M+H-H2O"	1686142	1	"Spectral Match to .alpha.-Pinene oxide from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf11727"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	135.117	"lib-00032.mgf"	"Bronze"	3	0.964573	2.2586	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	135.117	"N/A"	0	6	"N/A"	1	135.117	"specs_ms.mgf"	"CCMSLIB00003138450"	264200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
12109	"M+H"	3386183	1	"Spectral Match to Nonaethylene glycol from NIST14"	"Isolated"	"Data deposited by eriche"	0	"spectra/specs_ms.mgf12109"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	415.25	"lib-00032.mgf"	"Bronze"	3	0.964428	20.5043	0.0085144	1	"GNPS-NIST14-MATCHES"	"Data from Piel"	415.25	"N/A"	0	6	"N/A"	1	415.259	"specs_ms.mgf"	"CCMSLIB00003136412"	589900	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
969	"[M+H]+"	"N/A"	1	"1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid"	"isolated"	"MoNA:VF-NPL-QEHF007964"	0	"spectra/specs_ms.mgf969"	"InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)"	"N/A"	"ESI-QFT"	"positive"	"N/A"	315.195	"lib-00029.mgf"	"Bronze"	3	0.964045	0.290464	9.15527E-05	1	"MONA"	"MoNA"	315.195	"N/A"	0	12	"N/A"	1	315.195	"specs_ms.mgf"	"CCMSLIB00004699027"	1477200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6949	"M+H-H2O"	948310687	1	"Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14"	"Isolated"	"Data deposited by pmallard"	0	"spectra/specs_ms.mgf6949"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	279.232	"lib-00032.mgf"	"Bronze"	3	0.963537	2.5137	0.000701904	1	"GNPS-NIST14-MATCHES"	"Data from Wolfender/Litaudon"	279.232	"N/A"	0	11	"N/A"	1	279.231	"specs_ms.mgf"	"CCMSLIB00003137820"	290900	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
4665	"M+H"	13433095	1	"Spectral Match to .alpha.-L-Asp-L-Phe from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf4665"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	281.112	"lib-00032.mgf"	"Bronze"	3	0.963147	2.1712	0.000610352	1	"GNPS-NIST14-MATCHES"	"Data from Chris Turck"	281.112	"N/A"	0	11	"N/A"	1	281.113	"specs_ms.mgf"	"CCMSLIB00003136757"	1433000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
375	"M+H"	"N/A"	1	"Spectral Match to Pro-Arg from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf375"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	272.171	"lib-00032.mgf"	"Bronze"	3	0.962526	2.24253	0.000610352	1	"GNPS-NIST14-MATCHES"	"Data from Christopher A. Lowry"	272.171	"N/A"	0	13	"N/A"	1	272.172	"specs_ms.mgf"	"CCMSLIB00003137278"	9481000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
10914	"[M+H]+"	"29122-68-7"	1	"Massbank:EA016904 Atenolol|2-[4-[2-hydroxy-3-(isopropylamino)propoxy]phenyl]acetamide"	"Isolated"	"Massbank"	0	"spectra/specs_ms.mgf10914"	"1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)"	"N/A"	"LC-ESI-ITFT"	"Positive"	"ESI"	267.17	"lib-00004.mgf"	"Bronze"	3	0.962273	2.28451	0.000610352	1	"MASSBANK"	"Putative Massbank Match"	267.17	"N/A"	0	10	"CC(C)NCC(O)COc1ccc(cc1)CC(N)=O"	1	267.169	"specs_ms.mgf"	"CCMSLIB00000207205"	116700	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1612	"M+H"	"N/A"	1	"Spectral Match to Leu-Phe from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf1612"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	279.17	"lib-00032.mgf"	"Bronze"	3	0.960981	0.437262	0.00012207	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	279.17	"N/A"	0	7	"N/A"	1	279.17	"specs_ms.mgf"	"CCMSLIB00003137982"	20460400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3890	"M+H"	13588959	1	"Spectral Match to Leu-Val from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf3890"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	231.17	"lib-00032.mgf"	"Bronze"	3	0.960828	1.32014	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	231.17	"N/A"	0	6	"N/A"	1	231.17	"specs_ms.mgf"	"CCMSLIB00003135133"	7841400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3904	"M+H"	"N/A"	1	"Spectral Match to Leu-Ile from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf3904"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	245.186	"lib-00032.mgf"	"Bronze"	3	0.959935	1.24467	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	245.186	"N/A"	0	6	"N/A"	1	245.186	"specs_ms.mgf"	"CCMSLIB00003137691"	1500000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
507	"M+NH4"	4618182	1	"Spectral Match to Lactulose from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf507"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	360.15	"lib-00032.mgf"	"Bronze"	3	0.959845	0	0	1	"GNPS-NIST14-MATCHES"	"Data from Christopher A. Lowry"	360.15	"N/A"	0	12	"N/A"	1	360.15	"specs_ms.mgf"	"CCMSLIB00003137665"	8239600	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
9942	"M+H"	2615158	1	"Spectral Match to Hexaethylene glycol from NIST14"	"Isolated"	"Data deposited by amelnik"	0	"spectra/specs_ms.mgf9942"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	283.175	"lib-00032.mgf"	"Bronze"	3	0.959841	0	0	1	"GNPS-NIST14-MATCHES"	"Data from Rob Knight "	283.175	"N/A"	0	7	"N/A"	1	283.175	"specs_ms.mgf"	"CCMSLIB00003134614"	3907500	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3359	"M+H"	"N/A"	1	"Spectral Match to PyroGlu-Pro from NIST14"	"Isolated"	"Data deposited by lfnothias"	0	"spectra/specs_ms.mgf3359"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	227.103	"lib-00032.mgf"	"Bronze"	3	0.959297	2.21723	0.00050354	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	227.103	"N/A"	0	7	"N/A"	1	227.102	"specs_ms.mgf"	"CCMSLIB00003135898"	1833300	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
2611	"M+H"	3918943	1	"Spectral Match to Val-Val from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf2611"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	217.155	"lib-00032.mgf"	"Bronze"	3	0.958763	1.40534	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	217.155	"N/A"	0	6	"N/A"	1	217.155	"specs_ms.mgf"	"CCMSLIB00003138752"	4797600	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
337	"M+H"	74793	1	"Spectral Match to L-Arginine from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf337"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	175.119	"lib-00032.mgf"	"Bronze"	3	0.958438	0	0	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	175.119	"N/A"	0	8	"N/A"	1	175.119	"specs_ms.mgf"	"CCMSLIB00003135748"	6403000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
2832	"M+H"	"N/A"	1	"Spectral Match to Arg-Ile from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf2832"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	288.202	"lib-00032.mgf"	"Bronze"	3	0.957702	2.43546	0.000701904	1	"GNPS-NIST14-MATCHES"	"Data from Julia Gauglitz"	288.202	"N/A"	0	12	"N/A"	1	288.203	"specs_ms.mgf"	"CCMSLIB00003140066"	4188000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
9672	"M+H"	83885	1	"Spectral Match to (-)-Riboflavin from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf9672"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	377.145	"lib-00032.mgf"	"Bronze"	3	0.957368	1.8611	0.000701904	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	377.145	"N/A"	0	9	"N/A"	1	377.146	"specs_ms.mgf"	"CCMSLIB00003138317"	230100	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6359	"M+2H]"	"N/A"	1	"Spectral Match to Ile-Ile-Lys from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf6359"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	187.144	"lib-00032.mgf"	"Bronze"	3	0.956499	0.48921	186.137	1	"GNPS-NIST14-MATCHES"	"Data from Christopher A. Lowry"	187.144	"N/A"	0	9	"N/A"	2	187.144	"specs_ms.mgf"	"CCMSLIB00003139389"	1226000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
5887	"M+H"	"N/A"	1	"Spectral Match to Phe-Glu from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf5887"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	295.129	"lib-00032.mgf"	"Bronze"	3	0.955279	2.68851	0.000793457	1	"GNPS-NIST14-MATCHES"	"Data from System Wide MS course "	295.129	"N/A"	0	10	"N/A"	1	295.128	"specs_ms.mgf"	"CCMSLIB00003135218"	5596200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1194	"M+H-H2O"	"N/A"	1	"Spectral Match to 9(10)-EpOME from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf1194"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	279.231	"lib-00032.mgf"	"Bronze"	3	0.953348	1.85796	0.000518799	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	279.231	"N/A"	0	11	"N/A"	1	279.232	"specs_ms.mgf"	"CCMSLIB00003134812"	1614000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6848	"M+H"	85449	1	"Spectral Match to Phthalic anhydride from NIST14"	"Isolated"	"Data deposited by lfnothias"	0	"spectra/specs_ms.mgf6848"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	149.023	"lib-00032.mgf"	"Bronze"	3	0.952402	2.04784	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	149.023	"N/A"	0	6	"N/A"	1	149.023	"specs_ms.mgf"	"CCMSLIB00003138998"	807000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6421	"M+H"	14992622	1	"Spectral Match to Acetyl-DL-carnitine from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf6421"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	204.123	"lib-00032.mgf"	"Bronze"	3	0.952202	0	0	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	204.123	"N/A"	0	6	"N/A"	1	204.123	"specs_ms.mgf"	"CCMSLIB00003134907"	3683000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
7121	"M+H"	544310	1	"Spectral Match to Palmitoyl ethanolamide from NIST14"	"Isolated"	"Data deposited by lfnothias"	0	"spectra/specs_ms.mgf7121"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	300.289	"lib-00032.mgf"	"Bronze"	3	0.952137	0.304882	9.15527E-05	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	300.289	"N/A"	0	6	"N/A"	1	300.289	"specs_ms.mgf"	"CCMSLIB00003134732"	214400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
94	"M-H2O+H"	"n/a"	1	"NCGC00385962-01_C16H24O3_"	"isolated"	"lfnothias"	264.173	"spectra/specs_ms.mgf94"	"InChI=1S/C16H24O3/c1-14-10-7-5-3-2-4-6-8-11-15(17)12-9-13-16(18)19-14/h2-3,5,7,9,13-15,17H,4,6,8,10-12H2,1H3/b3-2-,7-5+,13-9+"	"N/A"	"Maxis II HD Q-TOF Bruker"	"positive"	"LC-ESI"	247.169	"lib-00002.mgf"	"Gold"	1	0.951448	10.927	0.00270081	1	"GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE"	"Jadhav/Dorrestein"	247.169	"n/a"	0	9	"CC1C\C=C\C=C/CCCCC(O)C\C=C\C(=O)O1"	1	247.166	"specs_ms.mgf"	"CCMSLIB00000854835"	2994900	"UPDATE-SINGLE-ANNOTATED-GOLD"	" "	"specs_ms.mgf"
13202	"M+H"	"285-40-2"	1	"cyclo(L-Val-L-Pro)"	"Isolated"	"R Keyzers"	196.121	"spectra/specs_ms.mgf13202"	"N/A"	"N/A"	"qTof"	"Positive"	"DI-ESI"	197.129	"lib-00013.mgf"	"Bronze"	3	0.951196	2.01253	0.000396729	1	"GNPS-LIBRARY"	"Keyzers"	197.129	"N/A"	0	8	"N/A"	1	197.129	"specs_ms.mgf"	"CCMSLIB00000007145"	305600	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
7166	"M+H"	75899682	1	"Spectral Match to 4-Hydroxynonenal from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf7166"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	157.122	"lib-00032.mgf"	"Bronze"	3	0.950551	1.94229	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	157.122	"N/A"	0	7	"N/A"	1	157.122	"specs_ms.mgf"	"CCMSLIB00003135185"	2707200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3877	"M+H"	"N/A"	1	"Spectral Match to PyroGlu-Phe from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf3877"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	277.119	"lib-00032.mgf"	"Bronze"	3	0.950465	3.96448	0.00109863	1	"GNPS-NIST14-MATCHES"	"Data from System Wide MS course "	277.119	"N/A"	0	9	"N/A"	1	277.118	"specs_ms.mgf"	"CCMSLIB00003137591"	8728000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
4799	"M+H"	"N/A"	1	"0055_Triethylcitrate"	"Commercial"	"CASMI2016"	0	"spectra/specs_ms.mgf4799"	"InChI=1S/C12H20O7/c1-4-17-9(13)7-12(16,11(15)19-6-3)8-10(14)18-5-2/h16H,4-8H2,1-3H3"	"N/A"	"Orbitrap"	" Positive"	"LC-ESI"	277.128	"lib-00027.mgf"	"Gold"	1	0.950351	1.76193	0.000488281	1	"CASMI"	"CASMI"	277.128	5281708	0	9	"CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC"	1	277.128	"specs_ms.mgf"	"CCMSLIB00000579680"	9393000	"UPDATE-SINGLE-ANNOTATED-GOLD"	" "	"specs_ms.mgf"
12457	"M+H-C9H10O5"	20283925	1	"Spectral Match to Rosmarinic acid from NIST14"	"Isolated"	"Data deposited by pmallard"	0	"spectra/specs_ms.mgf12457"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	163.038	"lib-00032.mgf"	"Bronze"	3	0.94839	6.17697	0.00100708	1	"GNPS-NIST14-MATCHES"	"Data from Wolfender/Litaudon"	163.038	"N/A"	0	6	"N/A"	1	163.039	"specs_ms.mgf"	"CCMSLIB00003135999"	246300	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
10694	"M+H"	"N/A"	1	"Spectral Match to Limonene-1,2-epoxide from METLIN"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf10694"	"N/A"	"N/A"	"LC-ESI-QTOF"	"Positive-10eV"	"LC-ESI"	153.127	"lib-00032.mgf"	"Bronze"	3	0.94653	1.99296	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	153.127	"N/A"	0	6	"N/A"	1	153.127	"specs_ms.mgf"	"CCMSLIB00003139770"	266000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1172	"M+H-NH3"	73223	1	"Spectral Match to L-Tryptophan from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf1172"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	188.071	"lib-00032.mgf"	"Bronze"	3	0.944249	1.62266	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from James McKerrow"	188.071	"N/A"	0	6	"N/A"	1	188.071	"specs_ms.mgf"	"CCMSLIB00003135297"	1286800	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
7223	"M+H"	541151	1	"Spectral Match to L-Carnitine from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf7223"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	162.112	"lib-00032.mgf"	"Bronze"	3	0.943707	4.32975	0.000701904	1	"GNPS-NIST14-MATCHES"	"Data from Christopher A. Lowry"	162.112	"N/A"	0	6	"N/A"	1	162.113	"specs_ms.mgf"	"CCMSLIB00003134539"	1529000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
